DATE_TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,BC-BO
2005-05-02 00:00:00,0.44128459045415874,0.43789580613022716,0.4423706246374061,0.43978862505675403,0.0,0.43875512235297226
2005-05-02 01:00:00,0.43987061331488175,0.4371901769860783,0.4421937117701247,0.4394351682554225,0.0,0.44961091919469526
2005-05-02 02:00:00,0.43969386617247214,0.43824862070230197,0.4425475375046876,0.4410257238614142,0.0,0.4677039139309003
2005-05-02 03:00:00,0.4411078433117491,0.43913065713248806,0.444139753310221,0.4410257238614142,0.0,0.45322951814193624
2005-05-02 04:00:00,0.44128459045415874,0.43913065713248806,0.44396284044293954,0.4417326374640776,0.0,0.4586574165627978
2005-05-02 05:00:00,0.44163808473897836,0.4389542498464509,0.44467049191206587,0.44155590906341186,0.0,0.45322951814193624
2005-05-02 06:00:00,0.44163808473897836,0.4393070644185253,0.444493579044784,0.4423511868664075,0.0,0.4613713657732285
2005-05-02 07:00:00,0.4424334468798215,0.43939526806154366,0.44440512261114345,0.4418210016644103,0.0,0.44780161972107474
2005-05-02 08:00:00,0.44190320545259265,0.4406301190638046,0.4451127740802694,0.4433231930700693,0.0,0.46860856366771053
2005-05-02 09:00:00,0.44340555616307464,0.440718322706823,0.44626270771759924,0.4440301066727323,0.0,0.4604667160364183
2005-05-02 10:00:00,0.4439357975903035,0.4417767664230467,0.4467934463194437,0.4446486560750626,0.0,0.4613713657732285
2005-05-02 11:00:00,0.44490790687355664,0.4416885627800279,0.4455550562484733,0.44261627946740634,0.0,0.43061327472167993
2005-05-02 12:00:00,0.4426985675934361,0.4414239518509719,0.4455550562484733,0.4424395510667406,0.0,0.4514202186683158
2005-05-02 13:00:00,0.4423450733086169,0.4402949452203336,0.4453781433811918,0.4429697362687378,0.0,0.4604667160364183
2005-05-02 14:00:00,0.44305206187825535,0.440718322706823,0.4417868121753773,0.43849850773189414,0.0,0.4074542414593375
2005-05-02 15:00:00,0.43875710631770115,0.43907773494667696,0.44196372504265874,0.4420330757452094,0.0,0.4876062081407258
2005-05-02 16:00:00,0.4419385548810748,0.4394305495187514,0.4421937117701247,0.439823970736887,0.0,0.43242257419530045
2005-05-02 17:00:00,0.4399059627433635,0.43775468030139764,0.44275983294542526,0.4408843411408819,0.0,0.4640853149836593
2005-05-02 18:00:00,0.44096644559782167,0.4396598789905997,0.4441751358836775,0.44261627946740634,0.0,0.47096065298341716
2005-05-02 19:00:00,0.4426985675934361,0.4396598789905997,0.4452012305139103,0.4422628226660748,0.0,0.44961091919469526
2005-05-02 20:00:00,0.4423450733086169,0.44001269356267414,0.4453781433811918,0.44314646466940355,0.0,0.4622760155100388
2005-05-02 21:00:00,0.443228809020665,0.44001269356267414,0.4443166661775025,0.4410257238614142,0.0,0.43151792445849024
2005-05-02 22:00:00,0.44128459045415874,0.4380722134162648,0.4425475375046876,0.43996535345741977,0.0,0.4405644218265927
2005-05-02 23:00:00,0.43987061331488175,0.4389542498464509,0.4430782761065321,0.44155590906341186,0.0,0.4713225128781413
2005-05-03 00:00:00,0.441814831881388,0.4386014352743764,0.44396284044293954,0.44120245226208,0.0,0.44780161972107474
2005-05-03 01:00:00,0.4411078433117491,0.43789580613022716,0.44095532169915386,0.4378446126494308,0.0,0.4206621276167672
2005-05-03 02:00:00,0.43792639474837586,0.4350732895536317,0.44077840883187236,0.4378446126494308,0.0,0.45322951814193624
2005-05-03 03:00:00,0.43792639474837586,0.43524969683966896,0.44113223456643574,0.4381980694507623,0.0,0.4568481170891773
2005-05-03 04:00:00,0.4382798890331951,0.43524969683966896,0.44077840883187236,0.4376678842487647,0.0,0.44780161972107474
2005-05-03 05:00:00,0.43757290046355624,0.43524969683966896,0.44060149596459086,0.438286433651095,0.0,0.4613713657732285
2005-05-03 06:00:00,0.4385450097468094,0.43789580613022716,0.44122069100007627,0.4406722670600827,0.0,0.4758457615621926
2005-05-03 07:00:00,0.4407543490269299,0.4396598789905997,0.44360901470837655,0.44252791526707325,0.0,0.4722271626149515
2005-05-03 08:00:00,0.4426101940222311,0.4401185379342964,0.44371516242874537,0.4429697362687378,0.0,0.45775276682598753
2005-05-03 09:00:00,0.44305206187825535,0.4419531737090839,0.44608579485031774,0.44420683507339803,0.0,0.46589461445727975
2005-05-03 10:00:00,0.4442892918751228,0.4408947299928602,0.4452012305139103,0.4422628226660748,0.0,0.4333272239321107
2005-05-03 11:00:00,0.4423450733086169,0.4394834717045625,0.44389207529602687,0.4424395510667406,0.0,0.45503881761555676
2005-05-03 12:00:00,0.4425218204510265,0.4401891008487114,0.4436974711420175,0.44261627946740634,0.0,0.45503881761555676
2005-05-03 13:00:00,0.4426985675934361,0.4462398707597886,0.4457319691157548,0.44880177349070816,0.0,0.5165549997186539
2005-05-03 14:00:00,0.44888471757777376,0.4463457151314108,0.4492348438879284,0.44719354504464937,0.0,0.43676489293198967
2005-05-03 15:00:00,0.4472763185818457,0.4456577267158658,0.4500663343641518,0.44756467468604755,0.0,0.4570290470365393
2005-05-03 16:00:00,0.447647487580906,0.44653976314605187,0.4506855293996368,0.4477414030867133,0.0,0.45503881761555676
2005-05-03 17:00:00,0.4478242347233157,0.4447756902856793,0.45015479079779236,0.44756467468604755,0.0,0.4514202186683158
2005-05-03 18:00:00,0.447647487580906,0.4487448542215173,0.44440512261114345,0.443499921470735,0.0,0.41161563024866465
2005-05-03 19:00:00,0.44358230330548426,0.4480039436201607,0.44590888198303624,0.4476176932062472,0.0,0.495386195877294
2005-05-03 20:00:00,0.44770051172362885,0.44571064890167694,0.44790799738331744,0.4446133103949296,0.0,0.4224714270903877
2005-05-03 21:00:00,0.44469581030266525,0.4416532813228206,0.44720034591419106,0.4447900387955953,0.0,0.45503881761555676
